sector,subsector,role_family,company,priority,country_focus,india_presence,career_url_hint,career_url_final,ats_type,city_tags,remote_possible,role_keywords,notes
india_it_services,IT services,software_engineering;data_analytics_ai;operations_sales_hr_finance,Birlasoft,2,India;global,delivery_centers,https://www.birlasoft.com/careers,https://www.birlasoft.com/careers,unknown_or_custom,Pune;Noida;Bengaluru;Hyderabad,role_dependent,developer;ERP;cloud;data,Enterprise services hiring
india_it_services,IT services,software_engineering;data_analytics_ai;operations_sales_hr_finance,Zensar,2,India;global,delivery_centers,https://www.zensar.com/careers,https://www.zensar.com/careers,unknown_or_custom,Pune;Hyderabad;Bengaluru,role_dependent,developer;experience;cloud;data,Digital engineering roles
india_it_services,Engineering services,software_engineering;manufacturing_energy;data_analytics_ai,Cyient,2,India;global,delivery_centers,https://www.cyient.careers/,https://www.cyient.careers/,unknown_or_custom,Hyderabad;Bengaluru;Pune,role_dependent,engineering design;embedded;GIS;data,Engineering and geospatial services
india_it_services,IT services,software_engineering;data_analytics_ai;operations_sales_hr_finance,UST,2,India;global,delivery_centers,https://www.ust.com/en/careers,https://www.ust.com/en/careers,unknown_or_custom,Thiruvananthapuram;Bengaluru;Chennai;Hyderabad,role_dependent,developer;product engineering;data;cloud,Strong Kerala and south India presence
india_it_services,Digital consulting,software_engineering;product_management;design;data_analytics_ai,Thoughtworks India,2,India;global,delivery_centers,https://www.thoughtworks.com/en-in/careers/jobs,https://www.thoughtworks.com/en-in/careers/jobs,unknown_or_custom,Bengaluru;Pune;Hyderabad;Gurugram,hybrid,developer;consultant;product;design,Agile product and engineering consulting
india_it_services,Digital consulting,software_engineering;product_management;design;data_analytics_ai,Publicis Sapient,2,India;global,delivery_centers,https://www.publicissapient.com/careers,https://www.publicissapient.com/careers,unknown_or_custom,Bengaluru;Gurugram;Noida;Pune,hybrid,developer;product manager;experience design;data,Digital business transformation roles
product_saas_fintech,SaaS product,software_engineering;product_management;design;data_analytics_ai,Zoho,1,India;global,hq_india,https://www.zoho.com/careers/jobdetails/,https://www.zoho.com/careers/jobdetails/,unknown_or_custom,Chennai;Coimbatore;Bengaluru,hybrid,developer;QA;product;support,India-headquartered SaaS roles
product_saas_fintech,SaaS product,software_engineering;product_management;design;data_analytics_ai,Freshworks,1,India;global,hq_india,https://www.freshworks.com/company/careers/jobs/,https://www.freshworks.com/company/careers/jobs/,unknown_or_custom,Chennai;Bengaluru;Hyderabad,hybrid,developer;PM;UX;customer success,SaaS product and GTM roles
product_saas_fintech,Developer tools,software_engineering;product_management;design;data_analytics_ai,Postman,1,India;global,hq_india,https://www.postman.com/company/careers/,https://www.postman.com/company/careers/,unknown_or_custom,Bengaluru;Remote,yes,backend;frontend;PM;developer relations,Remote-friendly developer tooling
product_saas_fintech,Developer tools,software_engineering;product_management;design;data_analytics_ai,BrowserStack,1,India;global,hq_india,https://www.browserstack.com/careers/jobs,https://www.browserstack.com/careers/jobs,unknown_or_custom,Mumbai;Remote,yes,developer;SRE;PM;QA automation,Remote-friendly test infrastructure roles
product_saas_fintech,Payments fintech,software_engineering;product_management;design;data_analytics_ai;operations_sales_hr_finance,Razorpay,1,India,hq_india,https://razorpay.com/jobs/,https://razorpay.com/jobs/,unknown_or_custom,Bengaluru;Mumbai,hybrid,payments;backend;risk;sales,Fintech engineering and operations
product_saas_fintech,Payments fintech,software_engineering;product_management;design;data_analytics_ai;operations_sales_hr_finance,PhonePe,1,India,hq_india,https://www.phonepe.com/careers/jobs/,https://www.phonepe.com/careers/jobs/,unknown_or_custom,Bengaluru;Pune,hybrid,backend;mobile;risk;business operations,Large UPI and consumer fintech roles
product_saas_fintech,Payments fintech,software_engineering;product_management;design;data_analytics_ai;operations_sales_hr_finance,Paytm,1,India,hq_india,https://paytm.com/careers/,https://paytm.com/careers/,unknown_or_custom,Noida;Bengaluru;Mumbai,role_dependent,developer;product;field sales;operations,Includes field sales and merchant roles
product_saas_fintech,Consumer fintech,software_engineering;product_management;design;data_analytics_ai;operations_sales_hr_finance,CRED,2,India,hq_india,https://cred.club/careers,https://cred.club/careers,unknown_or_custom,Bengaluru,hybrid,backend;mobile;design;growth,Consumer fintech product roles
product_saas_fintech,HR SaaS,software_engineering;product_management;design;data_analytics_ai,Rippling,1,India;global,india_gcc,https://www.rippling.com/careers/open-roles?locations=India,https://www.rippling.com/careers/open-roles?locations=India,rippling,Bengaluru;Remote,yes,software engineer;PM;design;data,Useful ATS coverage marker for Rippling boards
product_saas_fintech,Subscription SaaS,software_engineering;product_management;operations_sales_hr_finance;data_analytics_ai,Chargebee,2,India;global,hq_india,https://www.chargebee.com/careers/,https://www.chargebee.com/careers/,unknown_or_custom,Chennai;Bengaluru;Remote,hybrid,billing;backend;sales;customer success,SaaS billing and revenue roles
product_saas_fintech,Contract SaaS,software_engineering;product_management;operations_sales_hr_finance;data_analytics_ai,Icertis,2,India;global,india_gcc,https://www.icertis.com/company/careers/,https://www.icertis.com/company/careers/,unknown_or_custom,Pune;Bengaluru;Mumbai,hybrid,developer;CLM;implementation;AI,Enterprise SaaS implementation plus engineering
product_saas_fintech,Cloud data protection,software_engineering;product_management;data_analytics_ai,Druva,2,India;global,hq_india,https://www.druva.com/about/careers/,https://www.druva.com/about/careers/,unknown_or_custom,Pune;Bengaluru;Remote,hybrid,backend;cloud;security;SRE,Cloud security and backup product roles
product_saas_fintech,Digital adoption SaaS,software_engineering;product_management;design;operations_sales_hr_finance,Whatfix,2,India;global,hq_india,https://whatfix.com/careers/,https://whatfix.com/careers/,unknown_or_custom,Bengaluru;Gurugram;Mumbai,hybrid,developer;PM;customer success;sales,SaaS GTM and product roles
product_saas_fintech,Marketing SaaS,software_engineering;product_management;data_analytics_ai;operations_sales_hr_finance,MoEngage,2,India;global,hq_india,https://www.moengage.com/careers/,https://www.moengage.com/careers/,unknown_or_custom,Bengaluru;Mumbai;Remote,hybrid,backend;data;customer success;sales,Customer engagement SaaS roles
product_saas_fintech,Customer engagement SaaS,software_engineering;product_management;data_analytics_ai;operations_sales_hr_finance,CleverTap,2,India;global,hq_india,https://clevertap.com/careers/,https://clevertap.com/careers/,unknown_or_custom,Mumbai;Bengaluru;Pune,hybrid,developer;analytics;CSM;sales,Marketing analytics product roles
product_saas_fintech,Health data SaaS,software_engineering;product_management;data_analytics_ai;healthcare,Innovaccer,2,India;global,hq_india,https://innovaccer.com/careers/,https://innovaccer.com/careers/,unknown_or_custom,Noida;Bengaluru;Remote,hybrid,data engineer;health data;PM;analytics,Healthcare data platform roles
product_saas_fintech,HR SaaS,software_engineering;product_management;design;operations_sales_hr_finance,Darwinbox,2,India;global,hq_india,https://darwinbox.com/careers,https://darwinbox.com/careers,unknown_or_custom,Hyderabad;Mumbai;Bengaluru,hybrid,developer;implementation;HR tech;sales,HR tech product and implementation
product_saas_fintech,Payments fintech,software_engineering;product_management;data_analytics_ai,Juspay,2,India,hq_india,https://juspay.io/careers,https://juspay.io/careers,unknown_or_custom,Bengaluru,hybrid,backend;payments;Haskell;SRE,Payments infrastructure roles
product_saas_fintech,Merchant fintech,software_engineering;product_management;operations_sales_hr_finance;data_analytics_ai,Pine Labs,2,India,hq_india,https://www.pinelabs.com/careers,https://www.pinelabs.com/careers,unknown_or_custom,Noida;Bengaluru;Mumbai,role_dependent,payments;merchant sales;product;support,Merchant payments and field sales
product_saas_fintech,Brokerage fintech,software_engineering;product_management;operations_sales_hr_finance;data_analytics_ai,Zerodha,2,India,hq_india,https://zerodha.com/careers/,https://zerodha.com/careers/,unknown_or_custom,Bengaluru,hybrid,backend;support;markets;product,Lean brokerage and support roles
product_saas_fintech,Consumer investing,software_engineering;product_management;design;data_analytics_ai,Groww,1,India,hq_india,https://groww.in/careers,https://groww.in/careers,unknown_or_custom,Bengaluru,hybrid,backend;mobile;PM;design,Consumer investing product roles
product_saas_fintech,Brokerage fintech,software_engineering;product_management;operations_sales_hr_finance;data_analytics_ai,Upstox,2,India,hq_india,https://upstox.com/careers/,https://upstox.com/careers/,unknown_or_custom,Mumbai;Bengaluru,hybrid,backend;mobile;markets;support,Trading product and support roles
product_saas_fintech,Merchant fintech,software_engineering;product_management;operations_sales_hr_finance;data_analytics_ai,BharatPe,2,India,hq_india,https://bharatpe.com/career/,https://bharatpe.com/career/,unknown_or_custom,Delhi NCR;Bengaluru;India,role_dependent,merchant sales;risk;product;operations,Field sales and merchant operations
product_saas_fintech,Lending fintech,software_engineering;product_management;operations_sales_hr_finance;data_analytics_ai,Navi,2,India,hq_india,https://navi.com/careers,https://navi.com/careers,unknown_or_custom,Bengaluru,hybrid,lending;backend;risk;analytics,Consumer finance product roles
ecommerce_logistics_retail,Marketplace,software_engineering;product_management;design;data_analytics_ai;operations_sales_hr_finance,Meesho,1,India,hq_india,https://www.meesho.io/jobs,https://www.meesho.io/jobs,unknown_or_custom,Bengaluru,hybrid,developer;PM;category;growth,Marketplace product and category roles
ecommerce_logistics_retail,Food delivery,software_engineering;product_management;operations_sales_hr_finance;data_analytics_ai,Swiggy,1,India,hq_india,https://careers.swiggy.com/#/careers,https://careers.swiggy.com/#/careers,unknown_or_custom,Bengaluru;Gurugram;Mumbai;Hyderabad,role_dependent,developer;operations;fleet;category,Field operations and delivery logistics
ecommerce_logistics_retail,Food delivery,software_engineering;product_management;operations_sales_hr_finance;data_analytics_ai,Zomato,1,India,hq_india,https://www.zomato.com/careers,https://www.zomato.com/careers,unknown_or_custom,Gurugram;Bengaluru;Mumbai,role_dependent,developer;operations;restaurant sales;growth,Field sales and restaurant operations
ecommerce_logistics_retail,Mobility,software_engineering;product_management;operations_sales_hr_finance;data_analytics_ai,Ola,1,India,hq_india,https://www.olacabs.com/careers,https://www.olacabs.com/careers,unknown_or_custom,Bengaluru;Gurugram,role_dependent,developer;operations;fleet;analytics,Marketplace and fleet operations
ecommerce_logistics_retail,Logistics,software_engineering;product_management;operations_sales_hr_finance;data_analytics_ai,Delhivery,1,India,hq_india,https://www.delhivery.com/careers/,https://www.delhivery.com/careers/,unknown_or_custom,Gurugram;Bengaluru;Mumbai;India,role_dependent,warehouse;line haul;developer;operations,Warehouse and logistics network roles
ecommerce_logistics_retail,Marketplace,software_engineering;product_management;design;data_analytics_ai;operations_sales_hr_finance,Flipkart,1,India,hq_india,https://www.flipkartcareers.com/#!/joblist,https://www.flipkartcareers.com/#!/joblist,unknown_or_custom,Bengaluru;Gurugram;India,role_dependent,SDE;category;warehouse;analytics,Marketplace tech plus supply chain roles
ecommerce_logistics_retail,Fashion marketplace,software_engineering;product_management;design;operations_sales_hr_finance,Myntra,1,India,hq_india,https://www.myntra.com/careers,https://www.myntra.com/careers,unknown_or_custom,Bengaluru,hybrid,developer;fashion;category;design,Fashion product and category roles
ecommerce_logistics_retail,Retail telecom,software_engineering;product_management;operations_sales_hr_finance;data_analytics_ai,Jio Platforms,1,India,hq_india,https://careers.jio.com/,https://careers.jio.com/,unknown_or_custom,Mumbai;Bengaluru;Hyderabad;India,role_dependent,developer;telecom;retail;field operations,Digital platforms and telecom roles
ecommerce_logistics_retail,Retail,operations_sales_hr_finance;product_management;data_analytics_ai,Reliance Retail,1,India,hq_india,https://relianceretail.com/careers.html,https://relianceretail.com/careers.html,unknown_or_custom,Mumbai;India,role_dependent,store;category;warehouse;finance,Store and warehouse hiring
ecommerce_logistics_retail,Quick commerce,software_engineering;product_management;operations_sales_hr_finance;data_analytics_ai,Zepto,1,India,hq_india,https://www.zeptonow.com/careers,https://www.zeptonow.com/careers,unknown_or_custom,Bengaluru;Mumbai;Delhi NCR;India,role_dependent,dark store;operations;developer;category,Quick commerce dark store roles
ecommerce_logistics_retail,Grocery ecommerce,software_engineering;product_management;operations_sales_hr_finance;data_analytics_ai,BigBasket,1,India,hq_india,https://www.bigbasket.com/careers/,https://www.bigbasket.com/careers/,unknown_or_custom,Bengaluru;India,role_dependent,warehouse;delivery;developer;category,Grocery warehouse and operations
ecommerce_logistics_retail,Logistics,operations_sales_hr_finance;data_analytics_ai,Mahindra Logistics,2,India,hq_india,https://www.mahindralogistics.com/careers/,https://www.mahindralogistics.com/careers/,unknown_or_custom,Mumbai;India,role_dependent,warehouse;transport;operations;sales,Contract logistics and warehouse roles
ecommerce_logistics_retail,Logistics,operations_sales_hr_finance;data_analytics_ai,Blue Dart,2,India,hq_india,https://www.bluedart.com/careers,https://www.bluedart.com/careers,unknown_or_custom,Mumbai;India,role_dependent,courier;hub operations;sales;customer service,Branch and hub logistics roles
ecommerce_logistics_retail,Logistics,operations_sales_hr_finance;data_analytics_ai,DHL India,2,India;global,india_wide,https://careers.dhl.com/global/en/search-results?keywords=&location=India,https://careers.dhl.com/global/en/search-results?keywords=&location=India,unknown_or_custom,Mumbai;Bengaluru;Delhi NCR;India,role_dependent,warehouse;freight;sales;operations,Global logistics roles in India
ecommerce_logistics_retail,Quick commerce,operations_sales_hr_finance;product_management;software_engineering,Blinkit,2,India,hq_india,https://blinkit.com/careers,https://blinkit.com/careers,unknown_or_custom,Gurugram;Bengaluru;Mumbai;India,role_dependent,dark store;delivery;category;engineering,Quick commerce and dark store hiring
ecommerce_logistics_retail,Beauty retail,software_engineering;product_management;operations_sales_hr_finance;design,Nykaa,2,India,hq_india,https://www.nykaa.com/careers,https://www.nykaa.com/careers,unknown_or_custom,Mumbai;Bengaluru;India,role_dependent,category;retail;developer;brand,Beauty ecommerce and store roles
ecommerce_logistics_retail,Home services,software_engineering;product_management;operations_sales_hr_finance;data_analytics_ai,Urban Company,2,India,hq_india,https://www.urbancompany.com/careers,https://www.urbancompany.com/careers,unknown_or_custom,Gurugram;Bengaluru;Mumbai,role_dependent,operations;trust safety;developer;category,Field operations and marketplace roles
ecommerce_logistics_retail,Omnichannel retail,software_engineering;product_management;operations_sales_hr_finance,Lenskart,2,India,hq_india,https://www.lenskart.com/careers,https://www.lenskart.com/careers,unknown_or_custom,Gurugram;Bengaluru;India,role_dependent,store;optometrist;category;developer,Store and optometrist roles
ecommerce_logistics_retail,Food retail,operations_sales_hr_finance;data_analytics_ai,DMart,2,India,hq_india,https://www.dmartindia.com/careers,https://www.dmartindia.com/careers,unknown_or_custom,Mumbai;Pune;Ahmedabad;India,role_dependent,store;warehouse;buying;finance,Store and warehouse hiring
ecommerce_logistics_retail,Consumer retail,operations_sales_hr_finance;design;product_management,Titan Company,2,India,hq_india,https://www.titancompany.in/careers,https://www.titancompany.in/careers,unknown_or_custom,Bengaluru;Mumbai;India,role_dependent,retail;design;sales;category,Jewellery and watch retail roles
